order_id,customer_id,product_id,order_date,sales,quantity_sold,shipping_cost
2478,1469,97,16/08/2024,740.22,6,43.87
2479,1987,33,13/07/2024,363.84,10,15.06
2480,896,48,14/11/2024,872.21,4,38.6
2481,1049,92,09/01/2024,987.92,7,42.26
2482,167,33,08/11/2024,155.51,3,20.46
2483,67,51,22/10/2024,457.04,8,39.51
2484,871,19,20/02/2024,678.11,6,24.19
2485,1483,34,27/03/2024,287.77,4,32.63
2486,1434,48,04/02/2024,673.26,8,45.35
2487,981,46,24/02/2024,968.78,1,11.59
2488,469,74,25/11/2024,789.41,6,17.68
2489,1732,14,24/08/2024,628.52,8,22.17
2490,510,70,15/11/2024,141.55,10,21.64
2491,1263,51,18/10/2024,992.76,3,12.59
2492,51,95,03/09/2024,807.98,9,46.49
2493,948,27,07/08/2024,322.14,4,47.2
2494,382,96,12/01/2024,543.55,1,18.41
2495,1400,81,12/12/2024,946.28,1,6.7
2496,54,92,18/09/2024,316.57,7,9.85
2497,812,24,13/12/2024,47.34,1,32.86
2498,133,89,23/04/2024,184.88,4,35.21
2499,178,14,22/10/2024,365.92,7,31.66
2500,1524,20,29/11/2024,491.92,8,36.73
2501,959,88,10/07/2024,401.82,9,20.06
2502,1105,83,12/04/2024,680.94,1,21.55
2503,63,26,04/04/2024,142.54,8,15.16
2504,1652,61,30/11/2024,920.15,3,35.41
2505,634,45,09/06/2024,275.55,8,35.19
2506,134,20,29/06/2024,244.99,1,19.31
2507,960,65,16/12/2024,117.86,7,41.48
2508,239,28,01/01/2024,973.25,10,39.12
2509,1324,10,09/08/2024,741.17,9,39.85
2510,1029,8,23/04/2024,385.32,1,13.33
2511,1753,100,04/08/2024,218.97,7,41.65
2512,1466,19,02/11/2024,391.43,8,22.68
2513,1376,73,07/11/2024,68.13,8,7.8
2514,1039,9,03/10/2024,718.34,9,44.44
2515,1075,51,25/08/2024,827.08,8,21.04
2516,441,60,19/09/2024,409.53,7,14.48
2517,706,57,27/12/2023,478.91,5,44.51
2518,541,15,18/03/2024,932.97,9,31.71
2519,617,41,29/05/2024,848.82,9,25.13
2520,1023,90,25/09/2024,934.58,4,10.66
2521,1205,1,09/12/2024,88.99,3,24.42
2522,394,87,02/03/2024,834.34,1,47.86
2523,464,18,28/08/2024,237.77,2,18.18
2524,1954,6,18/07/2024,830.74,2,20.66
2525,1366,71,22/07/2024,92.66,5,33.95
2526,1538,48,10/05/2024,526.86,7,27.49
2527,1676,54,24/04/2024,232.29,3,48.5
2528,841,78,30/12/2023,471.18,2,12.91
2529,1508,51,16/07/2024,98.86,9,18.04
2530,1602,45,10/06/2024,724.35,9,19.09
2531,1949,24,01/05/2024,317.89,2,42.15
2532,1372,75,29/10/2024,291.03,8,36
2533,1846,41,06/05/2024,131.22,5,38.62
2534,1418,69,13/03/2024,395.65,6,22.63
2535,92,97,17/01/2024,609.87,8,45.44
2536,1323,65,27/01/2024,818.04,10,41.63
2537,1280,37,11/06/2024,328.06,7,38.84
2538,855,38,15/03/2024,763.93,2,28.94
2539,607,87,27/03/2024,827.41,1,43.28
2540,659,63,27/08/2024,299.09,9,41.68
2541,1395,74,14/01/2024,853.85,7,12.57
2542,432,62,23/05/2024,128.47,2,19.54
2543,13,69,13/07/2024,512.13,9,45.8
2544,1540,80,15/09/2024,208.64,6,18.99
2545,43,9,24/03/2024,565.33,5,17.86
2546,316,24,25/04/2024,349.95,2,14.59
2547,173,13,25/07/2024,798.91,4,48.74
2548,1514,38,03/09/2024,980.87,6,31.49
2549,1302,32,20/10/2024,684.32,1,31.84
2550,1305,45,10/09/2024,851.27,6,46.71
2551,759,6,11/02/2024,193.77,4,47.2
2552,1441,33,11/07/2024,221.66,9,42.32
2553,621,53,09/12/2024,511.68,3,28.1
2554,26,3,29/01/2024,60.36,8,42.92
2555,26,26,18/12/2024,995.44,2,24.37
2556,1668,37,13/05/2024,176.52,10,44.91
2557,1892,74,28/03/2024,830.24,10,48.65
2558,1598,71,05/06/2024,860.49,10,41.5
2559,1449,70,04/07/2024,391.67,8,21.54
2560,1795,29,15/04/2024,552.4,9,46.46
2561,1171,45,15/05/2024,807.06,1,26.4
2562,1117,36,08/10/2024,418.34,4,22.13
2563,1696,24,11/06/2024,416.37,9,42.37
2564,488,38,10/11/2024,834.49,3,9.37
2565,321,100,15/06/2024,459.16,3,33.85
2566,905,62,21/05/2024,239.72,9,38.89
2567,1362,70,16/07/2024,731.26,7,28.7
2568,1459,52,24/07/2024,320.72,6,38.83
2569,584,96,05/08/2024,840.99,9,5
2570,463,68,30/01/2024,716.74,9,6.96
2571,1040,51,13/07/2024,603.28,6,24.37
2572,569,13,29/11/2024,541.14,6,27.02
2573,1638,95,08/01/2024,426.03,3,8.07
2574,1198,89,03/03/2024,398.4,2,11.14
2575,1266,4,26/01/2024,70.79,6,17.44
2576,417,22,06/07/2024,662.16,9,48.6
2577,1189,69,11/01/2024,246.87,4,41.92
2578,1835,88,24/09/2024,284.95,2,19.71
2579,594,84,06/11/2024,583.34,3,37.23
2580,360,68,06/03/2024,415.59,5,42.52
2581,541,69,05/11/2024,930.45,9,23.98
2582,463,30,28/10/2024,44.54,1,8.49
2583,140,95,11/06/2024,517.42,5,10.95
2584,1953,93,25/07/2024,12.13,5,49.01
2585,314,57,12/09/2024,949.68,6,33.36
2586,1111,51,12/07/2024,889.01,4,6
2587,211,6,26/06/2024,640.82,1,22.96
2588,914,48,10/02/2024,677.09,9,15.9
2589,1958,42,21/10/2024,899.71,10,23.1
2590,1068,42,17/08/2024,881.92,3,41.22
2591,1577,53,28/04/2024,937.11,8,20.54
2592,875,75,08/08/2024,916.03,4,49.05
2593,1809,64,07/11/2024,228.21,2,17.04
2594,155,58,20/11/2024,985.59,9,16.39
2595,1090,10,04/11/2024,763.5,5,21.05
2596,820,63,17/07/2024,896.29,7,47.76
2597,1583,92,29/02/2024,285.3,8,24.36
2598,1045,2,12/11/2024,727.35,2,45.72
2599,1966,94,12/04/2024,942.42,9,27.16
2600,373,73,13/05/2024,204.12,6,44.03
2601,1038,76,05/04/2024,931.93,7,7.23
2602,409,49,10/10/2024,714.72,4,20.46
2603,1684,48,29/01/2024,667.36,10,25.85
2604,1310,49,10/11/2024,220.24,8,17.71
2605,1980,83,28/06/2024,417.78,1,12.38
2606,147,94,24/08/2024,169.41,6,48.18
2607,1777,34,25/04/2024,335.24,5,32.38
2608,1234,52,15/09/2024,527.41,2,32.97
2609,580,22,07/06/2024,233.5,1,18.9
2610,903,93,25/12/2023,656.37,4,15.12
2611,1879,18,06/01/2024,811.22,8,46.98
2612,1591,58,11/10/2024,798.24,6,42.5
2613,1176,5,09/06/2024,700.17,6,45.08
2614,874,72,16/01/2024,413.01,5,45.52
2615,223,88,17/09/2024,427.81,1,38.8
2616,1769,39,03/07/2024,210.76,2,17.68
2617,1035,93,26/11/2024,549.48,2,35.45
2618,392,29,16/08/2024,664.34,8,23.82
2619,299,62,29/05/2024,502,8,47.51
2620,76,16,26/08/2024,156.04,1,28.51
2621,1722,83,12/06/2024,709.22,9,34.53
2622,736,61,30/07/2024,857.69,7,22.52
2623,1536,51,13/07/2024,16.56,7,32.53
2624,287,24,13/09/2024,535.72,2,34.02
2625,243,80,25/04/2024,646.69,2,10.14
2626,1956,91,10/01/2024,970.92,2,48.98
2627,791,39,03/08/2024,204.56,9,7.26
2628,629,62,23/08/2024,217.72,8,43.63
2629,915,7,20/08/2024,31.52,2,34.19
2630,780,15,25/03/2024,256.63,7,44.7
2631,1510,1,13/05/2024,357.93,10,26.74
2632,812,15,18/07/2024,930.34,9,42.35
2633,928,34,22/03/2024,54.09,2,33.91
2634,1071,89,18/10/2024,268.81,9,34.04
2635,1372,39,28/10/2024,313.8,6,46.96
2636,347,24,09/09/2024,832.55,6,46.64
2637,1305,30,02/06/2024,419.4,2,10.23
2638,628,90,08/07/2024,961,2,18.63
2639,648,97,26/09/2024,946.77,1,46.98
2640,1802,70,06/10/2024,607.03,8,36.83
2641,1242,98,22/06/2024,817.03,2,39.29
2642,737,67,11/05/2024,390.91,8,37.21
2643,515,56,19/12/2024,349.62,5,33.66
2644,4,35,08/04/2024,456.17,5,11.04
2645,972,96,28/11/2024,365.79,4,48.67
2646,1102,92,04/04/2024,601.32,9,24.35
2647,398,14,15/01/2024,872.41,6,38.16
2648,1961,46,02/03/2024,149.24,7,20.96
2649,125,39,14/11/2024,95.04,1,27.28
2650,1824,8,14/05/2024,708.15,1,30.84
2651,1388,52,16/03/2024,449.79,3,43.62
2652,97,100,17/01/2024,258.02,10,5.26
2653,1870,95,02/04/2024,566.85,2,40.03
2654,138,4,22/08/2024,693.29,4,27.45
2655,840,25,26/08/2024,45.17,6,43.18
2656,418,87,23/09/2024,38.61,10,16.74
2657,217,32,13/09/2024,678.13,4,19.04
2658,1578,94,04/06/2024,649.64,7,21.41
2659,934,14,27/04/2024,169.53,6,39.4
2660,1074,87,16/08/2024,802.42,5,43.08
2661,1802,71,14/06/2024,984.43,5,16.7
2662,1335,48,13/08/2024,360.57,2,46.59
2663,1103,91,02/11/2024,992.1,7,18.15
2664,839,29,26/07/2024,709.08,4,14.23
2665,95,26,07/12/2024,919,9,7.76
2666,912,82,06/02/2024,370.8,4,32.56
2667,1686,54,04/06/2024,550,4,6.43
2668,1370,59,26/07/2024,311.94,3,25.7
2669,125,29,31/07/2024,266.01,4,37.05
2670,725,90,19/12/2024,643.53,6,46.61
2671,1961,23,14/12/2024,113.44,1,44
2672,1295,71,15/09/2024,521.24,6,27.72
2673,488,42,26/07/2024,60,3,33.81
2674,1461,84,28/10/2024,736.22,5,23.56
2675,1238,42,20/09/2024,782.52,2,44.83
2676,478,97,10/08/2024,171.62,1,25.32
2677,1031,63,22/03/2024,672.48,7,12.98
2678,1584,100,10/11/2024,764.85,6,42.18
2679,508,40,13/09/2024,89.88,3,48.21
2680,1573,83,06/01/2024,562.36,4,15.34
2681,1057,74,17/09/2024,629.16,4,17.41
2682,1290,100,01/07/2024,414.44,4,10.08
2683,1691,76,06/05/2024,585.51,2,41.74
2684,1418,82,28/08/2024,891.11,3,5.31
2685,926,89,15/07/2024,180.52,2,14.55
2686,158,93,08/03/2024,88.58,6,9.15
2687,1002,64,17/12/2024,661.77,4,20.5
2688,195,8,16/10/2024,181.99,7,28.99
2689,1131,46,08/12/2024,392.58,8,40.24
2690,1343,99,21/10/2024,759.07,5,18.87
2691,2,15,31/05/2024,548.86,3,34.66
2692,1822,35,28/06/2024,561.46,2,27.5
2693,701,55,08/06/2024,727.32,1,40.49
2694,309,78,11/07/2024,384.77,6,21.96
2695,377,32,04/01/2024,289.19,3,15.57
2696,1418,22,23/12/2023,447.8,6,29
2697,470,94,21/07/2024,830.08,10,6.18
2698,1964,45,12/02/2024,791.25,6,49.01
2699,91,72,28/09/2024,781.78,5,42.1
2700,7,14,01/07/2024,69.35,9,45.29
2701,1267,51,15/06/2024,876.66,9,43.38
2702,68,43,06/12/2024,603.2,6,30.9
2703,1338,53,20/04/2024,39.91,9,6.19
2704,1085,32,13/10/2024,621.38,9,6.31
2705,811,72,11/02/2024,732.86,4,49.75
2706,1913,15,03/11/2024,751.03,4,32.04
2707,694,19,11/04/2024,350.52,8,30.31
2708,796,34,07/11/2024,549.5,4,36.59
2709,996,75,22/06/2024,292.9,5,22.71
2710,874,43,20/03/2024,523.2,4,10.39
2711,17,11,15/01/2024,313.87,1,41
2712,457,95,20/03/2024,550.8,4,49.77
2713,1953,72,09/09/2024,117.64,2,29.51
2714,1370,75,09/02/2024,820.92,8,35.73
2715,1370,75,25/09/2024,333.87,8,48.48
2716,1768,75,15/05/2024,979.61,9,37.44
2717,1929,79,13/01/2024,284.22,5,38.2
2718,109,47,05/05/2024,974.29,5,49.64
2719,1045,50,04/02/2024,355.48,5,36.43
2720,1579,77,11/06/2024,355.59,2,6.43
2721,1220,56,08/06/2024,959.12,1,49.48
2722,970,55,16/12/2024,785.09,8,36.43
2723,235,1,12/04/2024,887.72,7,32.38
2724,78,87,09/07/2024,298.55,6,44.45
2725,242,100,19/08/2024,65.85,2,15.12
2726,1469,56,14/09/2024,320.73,5,5.45
2727,376,62,19/11/2024,202.08,4,20.59
2728,448,99,26/11/2024,99.2,8,18.55
2729,1468,30,16/03/2024,488.98,3,21.38
2730,1203,13,20/08/2024,332.27,4,33.6
2731,1406,16,25/07/2024,360.98,9,9.09
2732,1290,77,31/08/2024,32.56,4,34.5
2733,1675,6,12/04/2024,176.46,10,22.92
2734,203,38,27/08/2024,169.67,6,22.46
2735,760,17,24/10/2024,955.93,1,12.22
2736,557,29,01/10/2024,132.08,9,26.1
2737,869,64,28/06/2024,492.89,5,5.58
2738,1094,40,13/07/2024,907.59,7,8.39
2739,697,4,08/09/2024,865.67,9,37.93
2740,570,26,26/02/2024,258.8,1,19.66
2741,1594,67,13/12/2024,731.47,3,33.73
2742,1448,88,14/10/2024,362.32,3,28.6
2743,1293,57,30/11/2024,183.1,10,49.05
2744,1250,13,17/03/2024,31.33,5,44.15
2745,643,92,20/06/2024,995.5,2,9.85
2746,1247,56,21/09/2024,206.83,7,9.28
2747,535,18,19/02/2024,47.83,5,40.2
2748,1152,80,05/05/2024,746.29,8,37.62
2749,1046,10,26/10/2024,937.43,1,34.52
2750,1014,44,04/04/2024,929.93,5,42.13
2751,1386,70,12/10/2024,302.2,9,24.36
2752,687,81,06/11/2024,380.48,3,44.15
2753,413,91,09/08/2024,986,3,46.21
2754,98,93,01/09/2024,694.8,6,25.18
2755,416,48,23/03/2024,946,6,24.73
2756,1091,13,11/03/2024,138.05,6,6.24
2757,1924,17,11/02/2024,316.15,7,33.3
2758,460,91,16/01/2024,721.7,7,12.11
2759,478,12,28/07/2024,559.06,1,10.5
2760,174,63,11/04/2024,818.94,7,28.98
2761,934,6,31/12/2023,553.67,9,17.89
2762,1273,34,17/03/2024,261.44,6,15.21
2763,1567,95,20/04/2024,240.35,4,5.01
2764,1415,33,17/05/2024,94.91,9,45.59
2765,98,73,12/04/2024,269.26,10,14.53
2766,632,9,08/07/2024,933.04,4,6.63
2767,1138,100,13/10/2024,956.14,3,42.56
2768,886,39,20/12/2023,132.69,2,20.96
2769,800,9,03/08/2024,537.4,10,14.77
2770,205,15,15/08/2024,450.25,9,33.94
2771,1566,16,21/07/2024,897.08,8,41.86
2772,1898,44,01/11/2024,204.5,4,10.5
2773,1213,60,10/11/2024,454.8,5,19.04
2774,1573,53,08/01/2024,346.68,7,44.32
2775,528,77,07/07/2024,574.79,6,37.27
2776,1809,10,08/07/2024,113.11,10,45.09
2777,592,32,27/12/2023,842.97,7,7.67
2778,859,93,09/12/2024,24.94,4,33.65
2779,63,48,08/11/2024,824.28,7,13.09
2780,1152,97,24/06/2024,844.88,6,10.33
2781,1018,90,15/04/2024,796.05,5,16.76
2782,194,85,31/03/2024,416.12,8,35.02
2783,626,40,06/02/2024,653.43,6,20.81
2784,748,8,08/03/2024,330.54,7,49.03
2785,1711,97,04/05/2024,947.07,3,28.06
2786,1895,31,21/06/2024,760.2,9,43.75
2787,202,75,16/07/2024,88.25,10,48.98
2788,1334,19,09/12/2024,859.4,4,41.11
2789,1319,54,02/01/2024,492.51,8,33.42
2790,1475,92,06/02/2024,480.35,9,8.85
2791,885,63,05/08/2024,271.84,2,28.72
2792,1370,18,11/07/2024,936.84,8,31.75
2793,1224,62,15/08/2024,502.52,10,6.36
2794,1487,7,24/03/2024,634.28,10,27.73
2795,1831,67,13/08/2024,205.81,4,38.22
2796,1079,38,11/03/2024,375.25,1,11.88
2797,555,100,04/04/2024,34.73,7,27.64
2798,381,22,15/06/2024,956.8,8,32.9
2799,1546,33,07/10/2024,566.59,4,16.43
2800,458,97,25/12/2023,328.39,8,33.37
2801,1587,73,08/06/2024,284.57,7,39.09
2802,969,71,16/02/2024,558.49,6,26.12
2803,480,4,08/01/2024,222.9,1,22.69
2804,617,99,02/11/2024,103.18,1,31.73
2805,1898,84,15/04/2024,451.28,3,7.23
2806,555,68,19/10/2024,626.49,3,46.82
2807,220,77,12/05/2024,767.13,9,32.63
2808,876,11,04/04/2024,355.65,5,36.06
2809,1888,15,09/03/2024,172.52,6,26.01
2810,513,98,25/07/2024,77.73,3,10.62
2811,1516,90,01/04/2024,385.64,4,44.55
2812,291,76,11/07/2024,961.72,7,33.75
2813,1648,17,10/05/2024,193.31,7,8.77
2814,38,11,05/09/2024,482.11,1,30.64
2815,1357,96,17/01/2024,534.62,5,5.62
2816,1441,3,27/09/2024,271.01,7,11.04
2817,1752,20,15/04/2024,218.48,8,13.39
2818,48,15,28/05/2024,396.83,8,23.57
2819,1759,5,24/06/2024,989.53,4,27.01
2820,1844,48,21/04/2024,295.93,9,5.19
2821,386,13,01/06/2024,969.99,4,14.62
2822,796,30,24/09/2024,500.06,3,12.2
2823,937,46,29/08/2024,144.54,2,8.95
2824,1443,92,08/04/2024,387.53,10,31.01
2825,1136,33,10/12/2024,183.3,8,48.56
2826,1440,9,20/10/2024,95.75,4,33.52
2827,740,66,02/06/2024,268.57,4,44.98
2828,1916,97,28/10/2024,77.06,9,33.98
2829,984,31,16/03/2024,507.15,8,20.43
2830,451,58,07/01/2024,961.05,8,15.56
2831,1567,81,02/01/2024,814.81,8,20.01
2832,449,41,26/09/2024,625.23,6,44.19
2833,15,93,20/03/2024,406.68,4,15.98
2834,1,36,12/02/2024,181.38,5,40.44
2835,10,64,05/12/2024,167.21,7,30.44
2836,881,15,09/02/2024,736.04,1,9.46
2837,272,41,12/08/2024,977.14,4,24.81
2838,1997,17,12/04/2024,51.14,1,34.1
2839,1780,100,03/03/2024,983.1,2,35.33
2840,1232,47,21/03/2024,489.06,5,20.23
2841,91,100,07/04/2024,529.1,10,19.32
2842,540,69,11/02/2024,258.77,4,47.22
2843,1052,11,06/03/2024,814.71,5,32.1
2844,1737,92,16/12/2024,318.89,8,24.21
2845,842,13,03/10/2024,271.76,9,15.03
2846,45,25,02/05/2024,294.23,5,32.69
2847,1577,65,29/01/2024,355.46,3,18.87
2848,7,30,01/09/2024,611.02,4,43.66
2849,885,35,16/01/2024,474.26,4,10.74
2850,815,14,07/07/2024,967.69,10,27.36
2851,1522,8,17/12/2024,673.85,9,20.44
2852,891,70,06/02/2024,506.77,10,27.4
2853,875,2,19/08/2024,804.16,5,32.06
2854,1694,57,12/06/2024,297.15,3,44.44
2855,515,90,20/09/2024,335.96,2,34.71
2856,1015,88,15/10/2024,280.41,8,49.6
2857,651,41,17/01/2024,695.93,8,24.35
2858,1866,26,04/07/2024,481.32,10,40.23
2859,1788,80,01/10/2024,972.24,5,21.6
2860,1438,82,21/02/2024,25.9,6,26.31
2861,453,5,27/11/2024,32.01,2,31.93
2862,1407,21,05/05/2024,690.45,8,37.91
2863,461,40,15/10/2024,766.32,6,46.87
2864,435,54,31/10/2024,424.7,8,9.16
2865,649,2,04/07/2024,473.62,7,34.52
2866,991,26,20/05/2024,703.39,9,29.85
2867,388,78,03/05/2024,374.61,9,13.76
2868,1264,95,28/04/2024,387.72,3,40.85
2869,226,68,07/07/2024,482.37,4,25.38
2870,1610,47,26/01/2024,371.23,6,25.12
2871,1827,89,02/04/2024,601.66,6,32.9
2872,808,72,27/02/2024,704.56,3,37.78
2873,1976,84,10/03/2024,918.32,8,47.08
2874,900,82,12/06/2024,642,9,12.32
2875,1597,23,20/07/2024,839.75,2,26.05
2876,1422,67,17/02/2024,220.33,3,19.04
2877,1093,2,03/02/2024,49.09,1,26.33
2878,1635,32,01/12/2024,11.19,5,19.49
2879,1656,1,15/10/2024,137.49,10,32.1
2880,1466,67,20/10/2024,216.85,1,23.84
2881,300,100,06/02/2024,567.86,4,49.79
2882,1014,54,18/06/2024,976.89,8,17.24
2883,1139,63,22/07/2024,898.19,3,29.06
2884,1386,73,08/02/2024,690.39,1,45.56
2885,940,19,30/12/2023,102.92,3,28.51
2886,637,78,02/01/2024,954.22,2,5.85
2887,311,100,22/03/2024,741.33,8,10.73
2888,732,70,25/10/2024,525.32,8,25.62
2889,1266,5,22/01/2024,670.03,7,39.28
2890,1917,23,12/07/2024,999.62,10,45.28
2891,1859,84,22/04/2024,163.56,1,14.53
2892,1351,15,17/09/2024,983.24,6,14.55
2893,1480,79,03/09/2024,402.69,7,16.58
2894,1210,82,13/03/2024,797.89,7,42.62
2895,1379,94,10/03/2024,28.93,5,29.92
2896,95,14,03/02/2024,648.86,9,35.03
2897,1508,8,18/03/2024,617.81,10,36.34
2898,1222,62,24/03/2024,444.32,1,26.03
2899,396,54,07/04/2024,633.83,2,45.69
2900,1645,22,13/03/2024,322.16,8,7.21
2901,461,40,13/06/2024,899.96,10,21.69
2902,1120,57,25/05/2024,332.57,9,13.69
2903,256,68,06/08/2024,233.01,4,47.99
2904,1671,83,10/11/2024,372.86,8,33.9
2905,1172,25,20/09/2024,512.34,1,47.83
2906,1300,3,30/07/2024,160.11,8,48.78
2907,1609,24,25/12/2023,906.62,5,27.12
2908,415,23,07/06/2024,306.52,6,7.42
2909,392,43,05/11/2024,859.57,3,46.8
2910,1151,88,01/07/2024,718.12,2,34.84
2911,1567,53,04/07/2024,868.35,9,35.37
2912,1989,30,12/10/2024,903.18,2,23.22
2913,223,16,16/08/2024,558.54,9,35.75
2914,1923,95,12/03/2024,286.64,4,46.06
2915,332,51,24/08/2024,302.34,2,20.34
2916,1163,73,18/05/2024,349.82,2,12.55
2917,1120,58,05/01/2024,479.23,7,48.08
2918,236,57,05/01/2024,66.74,6,29.24
2919,1691,88,14/12/2024,297.67,1,46.48
2920,201,24,18/08/2024,379.06,3,37.18
2921,602,91,06/01/2024,34.94,2,39.69
2922,1844,11,08/10/2024,850.02,9,19.86
2923,1782,21,28/03/2024,717.45,6,21.38
2924,543,59,24/01/2024,253.03,1,15.91
2925,1727,44,27/01/2024,107.39,10,34.76
2926,755,64,27/03/2024,21.74,2,6.02
2927,1134,62,28/09/2024,673.57,3,39.6
2928,1947,15,09/08/2024,832.41,3,42.31
2929,204,94,05/02/2024,640.78,10,12.72
2930,1511,49,21/12/2023,399.37,2,34.42
2931,1432,45,02/07/2024,681.06,5,23.78
2932,1868,22,27/03/2024,666.19,10,29.93
2933,496,68,17/07/2024,677.3,5,13.31
2934,668,87,11/03/2024,473.68,5,23.88
2935,121,70,16/06/2024,425.69,1,18.92
2936,1432,14,16/01/2024,632.15,4,37.86
2937,760,56,09/10/2024,70.31,4,21.72
2938,1052,100,18/08/2024,754.57,3,47.41
2939,894,18,13/09/2024,324.58,5,28.52
2940,1723,79,03/08/2024,81.18,4,21.21
2941,758,59,06/11/2024,820.93,8,14.34
2942,409,43,14/03/2024,328.2,7,17.76
2943,1644,82,03/05/2024,266.61,8,25.74
2944,194,21,25/06/2024,630.13,8,39.53
2945,1664,55,15/04/2024,139.45,5,24.25
2946,392,49,14/10/2024,114.32,5,8.77
2947,1840,9,13/03/2024,707.14,10,28.99
2948,1381,66,16/07/2024,23.58,2,45.89
2949,1726,67,23/11/2024,405.57,4,35.57
2950,1761,98,01/10/2024,94.58,2,41.1
2951,1924,21,16/09/2024,68.24,7,44.55
2952,1605,80,25/08/2024,282.38,3,23.68
2953,448,56,18/11/2024,701.04,8,38.5
2954,200,79,09/09/2024,978.24,5,12.03
2955,1576,18,08/02/2024,848.66,9,26.25
2956,134,53,09/06/2024,641.75,7,49.34
2957,841,64,02/03/2024,935.33,5,20.53
2958,1713,31,25/08/2024,598.33,9,43.75
2959,736,90,09/12/2024,62.52,3,19.38
2960,470,85,07/06/2024,621.79,9,19.86
2961,1153,62,17/01/2024,210.36,5,35.95
2962,782,67,18/04/2024,564.59,10,49.86
2963,1704,84,06/11/2024,451.27,5,21.5
2964,556,60,12/06/2024,109.96,2,30.13
2965,19,69,21/04/2024,571.55,10,46.34
2966,1781,52,16/11/2024,905.44,10,46.58
2967,935,56,29/08/2024,176.35,5,14.71
2968,1826,25,07/12/2024,434.07,1,26.06
2969,313,84,19/04/2024,542.33,3,25.3
2970,635,96,19/06/2024,234.98,8,45.56
2971,1427,97,12/10/2024,430.78,7,39.82
2972,317,46,20/11/2024,411.2,6,42.13
2973,560,97,29/02/2024,543.42,8,44.11
2974,1325,45,06/03/2024,219.85,6,41.81
2975,136,55,25/09/2024,952.57,4,5.18
2976,785,48,18/10/2024,183.09,6,26.93
2977,273,77,25/08/2024,734.12,3,32.02
2978,638,8,23/07/2024,606.49,4,40.73
2979,1526,65,27/01/2024,990.08,8,44.79
2980,1093,23,04/06/2024,996.63,3,8.18
2981,1826,46,23/11/2024,281.35,7,13.08
2982,1940,26,08/10/2024,344.14,7,39.92
2983,1498,10,22/06/2024,535.75,4,18.39
2984,1658,7,15/03/2024,178.2,10,28.38
2985,1597,87,11/03/2024,875.77,1,18.6
2986,1444,23,15/01/2024,979.25,4,16.41
2987,655,16,27/06/2024,610.82,6,27.33
2988,1769,56,27/07/2024,359.31,1,44.87
2989,549,21,03/01/2024,689.18,8,30.81
2990,1871,22,05/11/2024,525.17,1,47.58
2991,1897,93,17/08/2024,833,6,14.83
2992,1993,31,14/09/2024,382.71,4,32.85
2993,997,51,26/03/2024,404.26,5,10.59
2994,43,15,25/12/2023,778.69,4,33.83
2995,176,5,22/10/2024,821.81,7,22.57
2996,452,12,12/12/2024,198.02,6,15.4
2997,1439,12,26/12/2023,644.27,6,24.01
2998,1632,62,17/09/2024,204.22,2,39.96
2999,1363,57,28/07/2024,545.43,8,22.92
3000,1358,6,29/07/2024,668.67,1,35.37
3001,162,50,01/11/2024,836.69,7,30.56
3002,892,29,13/02/2024,708.33,5,27.1
3003,1587,76,01/09/2024,575.19,9,27.22
3004,1682,92,25/03/2024,510.91,6,30.17
3005,201,44,10/04/2024,534.85,6,48.26
3006,57,17,12/02/2024,445.97,4,6.57
3007,1043,85,14/01/2024,934.76,2,31.63
3008,1830,30,22/04/2024,876.39,5,6.12
3009,1397,62,15/03/2024,95.72,2,10.46
3010,1239,99,05/03/2024,66.77,10,42.9
3011,1167,91,22/11/2024,73.47,5,6.17
3012,1343,76,13/10/2024,805.04,1,48.79
3013,1480,51,26/07/2024,689.98,5,31.7
3014,1873,87,07/11/2024,943.47,2,40.81
3015,129,17,28/12/2023,635.65,2,24.43
3016,1683,31,31/10/2024,719.21,3,35.55
3017,1389,28,04/09/2024,204.37,5,45.55
3018,1345,33,26/05/2024,160.66,6,9.8
3019,139,44,14/12/2024,223.52,8,16.02
3020,1379,34,31/12/2023,387.85,5,37.17
3021,977,75,05/08/2024,379.56,9,5.87
3022,1468,15,16/09/2024,979.34,9,30.93
3023,1602,92,28/02/2024,735.38,9,6.47
3024,1082,26,21/05/2024,550.87,8,46.29
3025,1346,92,13/01/2024,256.84,1,8.95
3026,1872,53,30/03/2024,421.91,6,19.38
3027,1941,50,14/12/2024,162.95,5,6.91
3028,1202,35,14/12/2024,24.12,6,25.88
3029,459,59,30/05/2024,84.03,7,6.26
3030,118,66,02/12/2024,595.61,3,36.21
3031,392,32,29/02/2024,713.31,1,8.92
3032,1310,29,24/07/2024,573.4,5,31.61
3033,722,34,11/02/2024,131.1,4,42.7
3034,139,88,18/03/2024,441.13,8,42.07
3035,366,83,30/01/2024,478.63,9,33.03
3036,1563,10,03/04/2024,252.29,2,32.03
3037,1844,24,01/01/2024,930.8,3,49.67
3038,1242,41,24/05/2024,525.98,7,13.04
3039,1300,3,01/04/2024,715.22,9,7.09
3040,1090,37,22/07/2024,76.1,5,8.65
3041,158,35,17/11/2024,37.11,1,27.29
3042,1956,41,27/02/2024,903.81,5,48.18
3043,82,32,28/08/2024,816.53,5,17.2
3044,379,20,11/09/2024,378.45,2,38.11
3045,1194,75,05/06/2024,852.25,8,21.77
3046,1949,49,27/04/2024,714.9,1,20.3
3047,698,56,18/06/2024,46.13,1,27.49
